150540,2
150540,7
150540,1
150540,6
150540,3
14160,2
14160,3
14160,7
14160,1
12,2
12,7
354912,7
354912,2
354912,8
354912,11
354912,3
354912,1
10681,2
10681,7
10681,14
585,2
585,3
585,7
862,2
862,1
862,7
862,3
8587,7
8587,2
8587,6
9806,0
9806,1
9806,2
9806,7
808,2
808,3
808,8
808,1
808,7
2062,2
2062,3
2062,7
2062,8
109445,2
109445,7
109445,1
109445,8
269149,2
269149,1
269149,7
269149,3
129,2
129,7
129,8
177572,1
177572,7
177572,2
177572,0
177572,3
20352,7
20352,2
20352,3
324857,0
324857,1
324857,2
324857,14
10193,2
10193,7
10193,3
920,2
920,1
920,3
920,7
863,2
863,3
863,7
62177,2
62177,1
62177,3
62177,7
62177,0
62177,8
425,2
425,3
425,7
425,1
10191,8
10191,1
10191,2
10191,7
260513,0
260513,1
260513,2
260513,7
82690,7
82690,2
82690,3
82690,1
277834,1
277834,3
277834,7
277834,2
127380,1
127380,2
127380,3
127380,7
809,2
809,7
809,3
809,8
809,1
812,2
812,7
812,1
812,8
812,13
38757,2
38757,7
93456,2
93456,3
93456,7
9502,0
9502,1
9502,2
9502,7
9502,3
372058,13
372058,2
372058,6
953,7
953,2
953,1
953,3
211672,7
211672,2
211672,1
211672,3
62211,2
62211,7
508442,2
508442,7
508442,3
508442,8
508442,6
10020,13
10020,7
10020,2
10020,8
301528,7
301528,1
301528,2
301528,3
301528,8
950,2
950,7
950,3
950,1
330457,7
330457,2
330457,1
330457,3
330457,8
82702,8
82702,0
82702,1
82702,2
82702,3
82702,7
10674,2
10674,7
10674,1
4935,8
4935,2
4935,1
568124,2
568124,3
568124,7
568124,8
9487,1
9487,2
9487,3
9487,7
9479,8
9479,2
9479,7
810,8
810,1
810,2
810,3
810,7
3933,13
3933,8
3933,2
76492,2
76492,3
76492,7
76492,8
8355,2
8355,3
8355,7
8355,1
328111,1
328111,3
328111,2
328111,7
508943,2
508943,3
508943,8
508943,1
508943,7
335797,2
335797,3
335797,7
335797,11
35,2
35,3
35,7
10144,2
10144,7
10144,8
137106,2
137106,7
137106,1
137106,3
137106,8
128,1
128,8
128,2
8392,8
8392,2
8392,7
49013,2
49013,7
49013,1
49013,3
57800,2
57800,3
57800,1
57800,7
404368,7
404368,2
404368,3
404368,1
14836,2
14836,7
14836,8
408,8
408,2
408,7
11970,2
11970,7
11970,8
11970,1
11970,3
11970,13
223702,1
223702,2
223702,3
223702,8
10192,3
10192,1
10192,8
10192,2
10192,7
502356,2
502356,7
502356,1
502356,8
502356,3
295693,2
295693,3
295693,7
49519,2
49519,1
49519,7
49519,8
49519,3
49519,0
324852,0
324852,2
324852,3
324852,7
324852,1
315162,2
315162,7
315162,8
315162,1
315162,3
315162,0
10527,7
10527,1
10527,2
10527,3
49444,2
49444,7
38055,2
38055,0
38055,3
38055,7
38055,14
527774,2
527774,7
527774,8
527774,0
527774,1
11224,7
11224,8
11224,2
11224,13
37135,7
37135,1
37135,2
37135,6
81188,7
81188,2
81188,8
81188,0
81188,1
46195,2
46195,1
46195,3
46195,7
11688,1
11688,2
11688,3
11688,7
11688,8
44896,2
44896,3
44896,7
44896,18
44896,1
10555,2
10555,0
10555,3
10555,7
166428,2
166428,7
166428,1
12230,1
12230,2
12230,3
12230,7
9325,7
9325,2
9325,1
508439,7
508439,2
508439,1
508439,3
508439,8
5255,2
5255,1
5255,7
5255,8
11544,2
11544,7
80321,2
80321,7
80321,3
80321,1
2300,7
2300,2
2300,3
2300,14
13053,2
13053,7
13053,1
13053,3
22794,2
22794,3
22794,7
12092,2
12092,7
12092,8
12092,1
10895,2
10895,7
159824,2
159824,3
159824,7
159824,8
140300,0
140300,1
140300,2
